Data Consegna,Numero Cluster Serviti,Numero Clienti,Distanza Totale Stimata (km),Percorso Ottimo (NN),Cluster Percorso
2028-01-05,1,9,110.42,"[586937, 557441, 576660, 587654, 557216, 557446, 557030, 557181, 557804]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-01-06,1,13,110.34,"[14771, 582766, 405040, 584622, 405723, 404191, 578750, 401533, 577452, 586938, 585017, 585603, 402750]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-01-11,1,7,32.42,"[15587, 588835, 406256, 14342, 577856, 585046, 586251]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-01-16,1,5,22.81,"[401076, 405059, 587084, 578565, 16362]","['1_0', '1_0', '1_0', '1_0', '1_0']"
2028-01-17,1,4,23.93,"[13571, 404808, 585840, 401200]","['1_0', '1_0', '1_0', '1_0']"
2028-01-18,1,9,121.05,"[557994, 557846, 557384, 557247, 558187, 585011, 557571, 553130, 580041]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-01-23,1,7,53.54,"[587775, 405546, 404768, 588234, 585375, 579802, 583740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-01-25,2,21,248.64,"[553948, 557420, 557026, 555932, 584670, 580265, 587369, 557714, 401949, 12875, 403192, 402353, 402249, 405466, 587480, 404081, 16881, 403423, 585979, 577965, 401489]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2028-01-28,1,9,79.75,"[585403, 402296, 403662, 17466, 585984, 588041, 406239, 580318, 557679]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-02-01,1,10,43.22,"[587705, 13570, 403042, 584353, 587398, 11770, 582157, 16100, 584885, 405789]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-02-22,1,6,33.19,"[404276, 582775, 13394, 586898, 15046, 587035]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-02-23,1,8,63.55,"[577823, 583176, 13520, 586314, 401065, 401692, 577727, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-02-28,1,7,40.95,"[403234, 405871, 403511, 587849, 585381, 402498, 585560]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-02-29,1,6,75.53,"[582743, 402413, 585079, 404153, 405132, 584446]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2028-03-04,1,9,113.33,"[580509, 585190, 557914, 581190, 557469, 553497, 584840, 554071, 557753]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-03-05,1,9,87.07,"[586529, 584344, 400944, 401045, 16582, 400986, 16734, 404441, 402587]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-03-09,1,4,13.23,"[404411, 579970, 404650, 400474]","['1_0', '1_0', '1_0', '1_0']"
2028-03-16,1,6,47.63,"[11617, 402118, 403720, 405812, 406287, 558127]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-03-20,1,12,41.5,"[400637, 583167, 400356, 405337, 578388, 400993, 15082, 400498, 12740, 12079, 400486, 401437]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-03-22,1,11,155.38,"[401427, 401059, 406321, 403905, 400751, 402685, 406140, 402832, 585919, 10500, 404543]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2028-05-01,1,20,79.21,"[405804, 15587, 403209, 587551, 582766, 405059, 13944, 587296, 401918, 584504, 406085, 577874, 404191, 586251, 578649, 587650, 13802, 586714, 584363, 603830]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-05-05,1,5,105.41,"[550777, 584697, 587862, 557227, 555220]","['0_3', '0_3', '0_3', '0_3', '0_3']"
2028-05-08,1,11,117.15,"[553948, 557441, 557117, 557846, 557442, 555339, 557181, 581727, 577070, 583315, 557476]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-05-14,1,12,109.69,"[587045, 401076, 587134, 575510, 406271, 585375, 580048, 585840, 401200, 582645, 586938, 583740]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-05-18,1,11,59.82,"[588835, 584353, 585017, 580318, 402296, 585984, 403706, 588234, 585046, 585821, 403794]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-05-26,1,11,132.29,"[557034, 557994, 557970, 557518, 584670, 558273, 552331, 557276, 557804, 587369, 558229]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-05-29,1,6,44.89,"[584565, 16100, 404659, 586663, 584948, 402750]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-06-01,1,12,125.07,"[557459, 557440, 557420, 587654, 557068, 586674, 580041, 577316, 557674, 558187, 558106, 558301]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-06-02,1,6,39.64,"[587775, 401118, 405546, 405723, 586334, 587790]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-06-15,1,17,96.49,"[13570, 13571, 12172, 405670, 405040, 585403, 14771, 583213, 584885, 582157, 585340, 14342, 15046, 405943, 10604, 401533, 585603]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-07-03,1,14,69.79,"[586529, 400474, 577856, 403511, 403720, 577823, 15745, 13394, 584622, 402498, 587035, 584243, 401692, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-07-11,1,7,117.8,"[553783, 558275, 577712, 576512, 585040, 557513, 558274]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2028-07-20,1,12,143.94,"[585394, 403423, 15428, 582563, 400741, 12578, 587480, 402106, 12992, 404734, 12875, 586294]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2028-07-29,1,12,65.89,"[405871, 582775, 400356, 404808, 578388, 405812, 585560, 401065, 405789, 400486, 400986, 557690]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-07-30,1,9,101.24,"[13600, 582743, 588110, 403810, 405132, 582562, 584446, 557487, 557638]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2028-08-02,1,7,164.01,"[14643, 401040, 403281, 400751, 401486, 10500, 10953]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2028-08-08,1,6,88.07,"[578110, 402413, 16185, 17786, 584086, 584887]","['1_1', '1_1', '1_1', '1_1', '1_1', '1_1']"
2028-08-10,1,9,151.88,"[401427, 585798, 406321, 402353, 402354, 576851, 16881, 406043, 401489]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2028-08-16,1,7,109.27,"[587016, 576202, 580509, 554228, 588445, 557610, 555436]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-08-21,1,15,66.98,"[400637, 10515, 583167, 579802, 585477, 403445, 586714, 588041, 583176, 578649, 584896, 577727, 587325, 558127, 400993]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-09-04,1,6,48.24,"[403234, 580188, 11770, 587296, 16582, 404441]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-09-05,1,6,32.67,"[586240, 14233, 404426, 404650, 587676, 576527]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-09-11,2,18,180.52,"[584978, 557348, 586650, 585701, 557332, 557439, 557945, 587705, 603830, 401076, 587799, 13944, 402118, 15082, 406477, 405012, 13520, 586938]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-09-28,2,20,191.88,"[558125, 557441, 557994, 558072, 557420, 557387, 557442, 555339, 581727, 586580, 558432, 588835, 585017, 586314, 585046, 12813, 406085, 15778, 16734, 582645]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-10-21,1,10,77.47,"[13570, 585403, 584363, 584504, 582157, 584885, 403706, 12079, 401437, 402750]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-10-26,1,5,75.72,"[555146, 585200, 587654, 558401, 554160]","['0_0', '0_0', '0_0', '0_0', '0_0']"
2028-10-30,1,6,25.99,"[405804, 13571, 11617, 587134, 405723, 13802]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-11-14,1,10,53.19,"[587045, 586529, 401118, 584913, 577874, 14342, 13394, 587035, 584243, 587983]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-11-15,1,7,120.54,"[557440, 557216, 557247, 583315, 557571, 557714, 585190]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2028-11-16,1,7,39.31,"[14771, 400944, 575510, 577823, 401093, 587650, 401692]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-11-22,1,9,117.72,"[557190, 557879, 557460, 555220, 557672, 558172, 557107, 555421, 557534]","['0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3', '0_3']"
2028-11-30,2,19,214.13,"[575871, 584127, 585979, 404068, 12562, 403192, 402249, 402841, 587551, 405040, 584948, 10604, 585821, 401533, 401918, 406271, 584565, 402587, 585603]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2028-12-12,1,6,44.43,"[583213, 404659, 400356, 586663, 405812, 587790]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-01-12,1,8,137.45,"[10871, 584593, 406321, 405919, 587480, 401040, 403423, 406043]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2029-02-12,1,9,127.34,"[551241, 557844, 557442, 555339, 557030, 581727, 557476, 585011, 555436]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2029-03-26,1,8,138.33,"[400768, 585919, 16656, 404081, 402685, 405404, 585206, 401220]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
2029-05-03,1,6,39.03,"[405804, 14771, 405040, 586314, 13802, 16734]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-06-02,1,9,41.73,"[584565, 583213, 575510, 584948, 585560, 401065, 10604, 585821, 587650]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-06-18,1,11,44.08,"[14233, 11617, 587551, 584622, 406271, 400993, 584913, 577856, 403662, 586663, 587790]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-07-06,1,12,79.39,"[586240, 400637, 12172, 583167, 401918, 587849, 15745, 401093, 16362, 576527, 558127, 580188]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-08-17,1,7,112.23,"[557417, 557117, 586854, 558432, 555436, 558106, 585011]","['0_0', '0_0', '0_0', '0_0', '0_0', '0_0', '0_0']"
2029-09-15,1,5,107.02,"[558354, 557387, 554160, 558229, 577070]","['0_0', '0_0', '0_0', '0_0', '0_0']"
2029-09-17,1,9,37.12,"[403209, 403234, 584363, 584504, 405337, 585038, 12813, 588041, 578565]","['1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0', '1_0']"
2029-09-22,1,9,175.31,"[16881, 581139, 15428, 585919, 402685, 402353, 12992, 401220, 404980]","['0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1', '0_1']"
